,Pair,Separation_Factor,SMILES,Current_REE_D,Next_REE_D,Solvent,Acid Conc (M),Acid Type,Temperature (C),Ligand Conc (M)
1168,Ce/Ho,8.125,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,6.5,0.8,HFC-43,2.5,HNO3,25.0,0.1
4005,Dy/Lu,8.0,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,0.16,0.02,DCE,0.9,HCl,25.0,0.007
2906,Eu/Dy,8.0,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,1.6,0.2,DCE,0.9,HNO3,25.0,0.007
3530,Gd/Lu,8.0,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,0.8,0.1,HFC-43,1.0,HNO3,25.0,0.1
1205,Ce/Er,8.0,c1cccc2OCc3cccc(n3)COc3ccccc3OCCOCCOc12,0.016,0.002,DMSO,0.5,TCA,25.0,0.05
1675,Pr/Er,8.0,C1OCCOCCOCCOCCOCCOC1,0.04,0.005,DMSO,0.5,TCA,25.0,0.05
1891,Nd/Eu,8.0,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,0.08,0.01,CHCl3,4.0,HNO3,23.0,0.2
3707,Tb/Tm,8.0,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,0.28,0.035,DCE,0.9,HCl,25.0,0.007
2248,Nd/Yb,7.97752808988764,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,0.071,0.0089,DCE,0.9,HCl,25.0,0.007
2281,Nd/Yb,7.900983384198034,N(CC(=O)N(CCCCCCCC)CCCCCCCC)(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCCC,0.233,0.02949,n-dodecane,5.0,HNO3,25.0,0.1
3789,Tb/Lu,7.878260869565218,CCC1=CC=C(C=C1)N(CC)C(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)N(CC)C5=CC=C(C=C5)CC)C=C2,4.53,0.575,F-3,3.0,HNO3,20.0,0.05
1715,Pr/Er,7.826086956521739,CN(CCCCC=C)C(=O)CC(=O)N(C)CCCCC=C,1.8,0.23,Toluene,0.1,HNO3,25.0,0.6
2259,Nd/Yb,7.777777777777778,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,7.0,0.9,HFC-43,5.0,HNO3,25.0,0.1
218,La/Sm,7.777777777777778,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,14.0,1.8,DCE,0.9,HCl,25.0,0.007
2577,Sm/Ho,7.777777777777778,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.5,0.45,HFC-43,1.0,HNO3,25.0,0.1
1167,Ce/Ho,7.777777777777778,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.5,0.45,HFC-43,1.0,HNO3,25.0,0.1
498,La/Dy,7.692307692307693,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,0.05,0.0065,CHCl3,4.0,HNO3,23.0,0.2
3091,Eu/Tm,7.666666666666667,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,5.75,0.75,HFC-43,2.5,HNO3,25.0,0.1
4010,Dy/Lu,7.582608695652175,CCC1=CC=C(C=C1)N(CC)C(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)N(CC)C5=CC=C(C=C5)CC)C=C2,4.36,0.575,F-3,3.0,HNO3,20.0,0.05
785,La/Lu,7.5,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,4.5,0.6,HFC-43,2.5,HNO3,25.0,0.1
2162,Nd/Er,7.5,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,7.5,1.0,HFC-43,2.5,HNO3,25.0,0.1
4014,Dy/Lu,7.5,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,0.75,0.1,HFC-43,1.0,HNO3,25.0,0.1
2618,Sm/Er,7.5,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,7.5,1.0,HFC-43,2.5,HNO3,25.0,0.1
1624,Pr/Dy,7.435897435897435,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,2.9,0.39,Toluene,0.1,HNO3,25.0,0.6
1510,Pr/Eu,7.296190476190477,CCC1=CC=C(C=C1)N(CC)C(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)N(CC)C5=CC=C(C=C5)CC)C=C2,76.61,10.5,F-3,3.0,HNO3,20.0,0.05
3964,Dy/Yb,7.272727272727273,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,0.16,0.022,DCE,0.9,HCl,25.0,0.007
1703,Pr/Er,7.2727272727272725,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,4.0,0.55,HFC-43,1.0,HNO3,25.0,0.1
1766,Pr/Yb,7.222222222222222,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,6.5,0.9,HFC-43,5.0,HNO3,25.0,0.1
2971,Eu/Ho,7.1875,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,5.75,0.8,HFC-43,2.5,HNO3,25.0,0.1
450,La/Tb,7.142857142857143,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,0.05,0.007,CHCl3,4.0,HNO3,23.0,0.2
393,La/Gd,7.142857142857143,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,0.05,0.007,CHCl3,4.0,HNO3,23.0,0.2
3384,Gd/Er,7.142857142857143,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,0.4,0.056,DCE,0.9,HCl,25.0,0.007
2290,Nd/Lu,7.1,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,0.071,0.01,DCE,0.9,HCl,25.0,0.007
975,Ce/Eu,7.1,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,7.1,1.0,DCE,0.9,HCl,25.0,0.007
844,Ce/Pr,7.0886075949367084,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,1120.0,158.0,DCE,0.9,HNO3,25.0,0.007
1555,Pr/Gd,7.073170731707317,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,2.9,0.41,Toluene,0.1,HNO3,25.0,0.6
1704,Pr/Er,7.0,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,7.0,1.0,HFC-43,2.5,HNO3,25.0,0.1
2463,Sm/Tb,6.999999999999999,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,2.8,0.4,DCE,0.9,HNO3,25.0,0.007
346,La/Eu,6.999999999999999,CN(CCCCC=C)C(=O)CC(=O)N(C)CCCCC=C,2.8,0.4,Toluene,0.1,HNO3,25.0,0.6
1982,Nd/Gd,6.976744186046512,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,6.0,0.86,Toluene,0.1,HNO3,25.0,0.6
3895,Dy/Er,6.956521739130435,CN(CCCCC=C)C(=O)CC(=O)N(C)CCCCC=C,1.6,0.23,Toluene,0.1,HNO3,25.0,0.6
736,La/Yb,6.9230769230769225,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,4.5,0.65,HFC-43,2.5,HNO3,25.0,0.1
4177,Ho/Lu,6.875,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,0.22,0.032,DCE,0.9,HNO3,25.0,0.007
3385,Gd/Er,6.741573033707866,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,0.6,0.089,DCE,0.9,HNO3,25.0,0.007
3446,Gd/Tm,6.731481481481481,CCC1=CC=C(C=C1)N(CC)C(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)N(CC)C5=CC=C(C=C5)CC)C=C2,7.27,1.08,F-3,3.0,HNO3,20.0,0.05
3129,Eu/Yb,6.666666666666667,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,2.0,0.3,HFC-43,1.0,HNO3,25.0,0.1
2603,Sm/Er,6.666666666666667,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,0.03,0.0045,CHCl3,4.0,HNO3,23.0,0.2
1944,Nd/Eu,6.588044427804817,N(CC(=O)N(CCCCCCCC)CCCCCCCC)(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCCC,0.5279,0.08013,n-dodecane,1.0,HNO3,25.0,0.1
1922,Nd/Eu,6.5,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,3.9,0.6,Toluene,0.1,HNO3,25.0,0.6
1232,Ce/Er,6.5,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,6.5,1.0,HFC-43,2.5,HNO3,25.0,0.1
619,La/Er,6.5,c1cccc2OCc3cccc(n3)COc3ccccc3OCCOCCOc12,0.052,0.008,DMSO,1.5,TCA,25.0,0.05
612,La/Er,6.5,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,0.065,0.01,DMSO,1.0,TCA,25.0,0.05
1430,Pr/Sm,6.466666666666666,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,9.7,1.5,CHCl3,5.0,HNO3,25.0,0.5
3662,Tb/Er,6.454545454545454,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,0.71,0.11,DCE,0.9,HNO3,25.0,0.007
1896,Nd/Eu,6.454545454545454,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,0.071,0.011,DCE,0.9,HCl,25.0,0.007
3491,Gd/Yb,6.444444444444444,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,5.8,0.9,HFC-43,5.0,HNO3,25.0,0.1
2462,Sm/Tb,6.428571428571428,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,1.8,0.28,DCE,0.9,HCl,25.0,0.007
74,La/Pr,6.4,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,1.6,0.25,DCE,0.9,HCl,25.0,0.007
294,La/Eu,6.4,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,16.0,2.5,DCE,0.9,HNO3,25.0,0.007
3756,Tb/Yb,6.388888888888888,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,5.75,0.9,HFC-43,5.0,HNO3,25.0,0.1
2617,Sm/Er,6.363636363636363,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.5,0.55,HFC-43,1.0,HNO3,25.0,0.1
1231,Ce/Er,6.363636363636363,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.5,0.55,HFC-43,1.0,HNO3,25.0,0.1
2433,Sm/Gd,6.3550490733867,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,0.1883015094,0.02963022114,Toluene,7.00204499,HNO3,25.0,0.6
3927,Dy/Tm,6.34920634920635,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,0.4,0.063,DCE,0.9,HNO3,25.0,0.007
3708,Tb/Tm,6.34920634920635,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,0.4,0.063,DCE,0.9,HNO3,25.0,0.007
1386,Pr/Nd,6.32,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,158.0,25.0,DCE,0.9,HNO3,25.0,0.007
3963,Dy/Yb,6.292134831460674,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,0.056,0.0089,DCE,0.9,HCl,25.0,0.007
1209,Ce/Er,6.25,c1cccc2OCc3cccc(n3)COc3ccccc3OCCOCCOc12,0.025,0.004,DMSO,1.0,TCA,25.0,0.05
2907,Eu/Dy,6.25,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,2.5,0.4,DCE,0.9,HNO3,25.0,0.007
2905,Eu/Dy,6.25,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,1.0,0.16,DCE,0.9,HCl,25.0,0.007
3164,Eu/Lu,6.25,O=C(N(C1=CC=CC=C1)C)CC(N(C2=CC=CC=C2)C)=O,0.01,0.0016,CHCl3,4.0,HNO3,23.0,0.2
207,La/Nd,6.1540064406137525,N(CC(=O)N(CCCCCCCC)CCCCCCCC)(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCCC,3.2487,0.5279,n-dodecane,1.0,HNO3,25.0,0.1
1959,Nd/Gd,6.143053645116919,CCC1=CC=C(C=C1)N(CC)C(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)N(CC)C5=CC=C(C=C5)CC)C=C2,44.66,7.27,F-3,3.0,HNO3,20.0,0.05
345,La/Eu,6.111111111111111,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,5.5,0.9,Toluene,0.1,HNO3,25.0,0.6
1312,Ce/Yb,6.111111111111111,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,5.5,0.9,HFC-43,5.0,HNO3,25.0,0.1
3680,Tb/Er,6.08695652173913,CN(CCCCC=C)C(=O)CC(=O)N(C)CCCCC=C,1.4,0.23,Toluene,0.1,HNO3,25.0,0.6
1479,Pr/Eu,6.062499999999999,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,9.7,1.6,CHCl3,5.0,HNO3,25.0,0.5
1537,Pr/Gd,6.062499999999999,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,9.7,1.6,CHCl3,5.0,HNO3,25.0,0.5
427,La/Gd,6.046511627906977,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,5.2,0.86,Toluene,0.1,HNO3,25.0,0.6
3794,Tb/Lu,6.0,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.6,0.6,HFC-43,2.5,HNO3,25.0,0.1
342,La/Eu,6.0,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,3.6,0.6,Toluene,0.1,HNO3,25.0,0.6
2066,Nd/Dy,6.0,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,4.5,0.75,HFC-43,1.0,HNO3,25.0,0.1
3531,Gd/Lu,6.0,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.6,0.6,HFC-43,2.5,HNO3,25.0,0.1
696,La/Tm,6.0,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,4.5,0.75,HFC-43,2.5,HNO3,25.0,0.1
2372,Sm/Eu,5.999999999999999,CN(CCCCC=C)C(=O)CC(=O)N(C)CCCCC=C,2.4,0.4,Toluene,0.1,HNO3,25.0,0.6
3750,Tb/Yb,5.8984375,CCC1=CC=C(C=C1)N(CC)C(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)N(CC)C5=CC=C(C=C5)CC)C=C2,4.53,0.768,F-3,3.0,HNO3,20.0,0.05
4202,Ho/Lu,5.882352941176471,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,5.0,0.85,n-Dodecane,5.0,Lactic Acid,25.0,0.2
3029,Eu/Er,5.833333333333333,CCC1=CC=C(C=C1)N(CC)C(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)N(CC)C5=CC=C(C=C5)CC)C=C2,10.5,1.8,F-3,3.0,HNO3,20.0,0.05
2541,Sm/Dy,5.809417030584336,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,0.37587958,0.06470177266,Toluene,5.014314928,HNO3,25.0,0.6
4137,Ho/Yb,5.7894736842105265,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,0.22,0.038,DCE,0.9,HNO3,25.0,0.007
3034,Eu/Er,5.75,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,5.75,1.0,HFC-43,2.5,HNO3,25.0,0.1
2791,Sm/Lu,5.748281791325024,N(CC(=O)N(CCCCCCCC)CCCCCCCC)(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCCC,0.11266,0.0195989,n-dodecane,1.0,HNO3,25.0,0.1
890,Ce/Nd,5.727272727272727,O=C(N(C1=CC=CC=C1)C)C2=CC=CC(C(N(C3=CC=CC=C3)C)=O)=N2,6.3,1.1,CHCl3,5.0,HNO3,25.0,0.5
3969,Dy/Yb,5.677083333333334,CCC1=CC=C(C=C1)N(CC)C(=O)C2=NC3=C(C=CC4=C3N=C(C=C4)C(=O)N(CC)C5=CC=C(C=C5)CC)C=C2,4.36,0.768,F-3,3.0,HNO3,20.0,0.05
2761,Sm/Lu,5.666666666666667,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,8.5,1.5,HFC-43,5.0,HNO3,25.0,0.1
623,La/Er,5.666666666666667,c1cccc2OCc3cccc(n3)COc3ccccc3OCCOCCOc12,0.068,0.012,DMSO,2.0,TCA,25.0,0.05
2464,Sm/Tb,5.633802816901409,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,4.0,0.71,DCE,0.9,HNO3,25.0,0.007
574,La/Ho,5.625,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,4.5,0.8,HFC-43,2.5,HNO3,25.0,0.1
1963,Nd/Gd,5.625,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,4.5,0.8,HFC-43,1.0,HNO3,25.0,0.1
4004,Dy/Lu,5.6,O=C1N(CCCCCC)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC5=C(C(N=C(C(N(CCCCCC)C(C6=CC=CC=C6)=C7C8=CC=CC=C8)=O)C7=C9)=C9C=C5)N=C41,0.056,0.01,DCE,0.9,HCl,25.0,0.007
3975,Dy/Yb,5.555555555555555,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,5.0,0.9,HFC-43,5.0,HNO3,25.0,0.1
3090,Eu/Tm,5.555555555555555,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,2.0,0.36,HFC-43,1.0,HNO3,25.0,0.1
3490,Gd/Yb,5.538461538461538,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.6,0.65,HFC-43,2.5,HNO3,25.0,0.1
3755,Tb/Yb,5.538461538461538,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,3.6,0.65,HFC-43,2.5,HNO3,25.0,0.1
1926,Nd/Eu,5.5,CN(CCCCC=C)C(=O)CC(=O)N(C)CCCCC=C,2.2,0.4,Toluene,0.1,HNO3,25.0,0.6
4302,Er/Lu,5.5,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,0.55,0.1,HFC-43,1.0,HNO3,25.0,0.1
296,La/Eu,5.5,C1OCCOCCOCCOCCOCCOC1,0.11,0.02,DMSO,0.5,TCA,25.0,0.05
2740,Sm/Yb,5.493198108147642,N(CC(=O)N(CCCCCCCC)CCCCCCCC)(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCCC,0.11266,0.020509,n-dodecane,1.0,HNO3,25.0,0.1
406,La/Gd,5.482769649172632,CCN(c1cccc(CC)c1)C(=O)c2cccc(n2)C(=O)N(CC)c3cccc(CC)c3,4.655860935,0.849180475,FS-13,2.0,HNO3,25.0,0.2
627,La/Er,5.470588235294117,c1cccc2OCc3cccc(n3)COc3ccccc3OCCOCCOc12,0.093,0.017,DMSO,2.5,TCA,25.0,0.05
2535,Sm/Dy,5.384615384615385,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,2.1,0.39,Toluene,0.1,HNO3,25.0,0.6
1558,Pr/Gd,5.348837209302325,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,4.6,0.86,Toluene,0.1,HNO3,25.0,0.6
621,La/Er,5.333333333333334,C1OCCOCCOCCOCCOCCOC1,0.32,0.06,DMSO,2.0,TCA,25.0,0.05
1617,Pr/Dy,5.333333333333333,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,4.0,0.75,HFC-43,1.0,HNO3,25.0,0.1
3180,Eu/Lu,5.333333333333333,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)C1=CC=CC=C1,8.0,1.5,HFC-43,5.0,HNO3,25.0,0.1
2371,Sm/Eu,5.333333333333333,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,4.8,0.9,Toluene,0.1,HNO3,25.0,0.6
4043,Dy/Lu,5.294117647058823,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,4.5,0.85,n-Dodecane,5.0,Lactic Acid,25.0,0.2
4331,Er/Lu,5.294117647058823,CCCCCCCCN(CCCCCCCC)C(=O)OC(=O)N(CCCCCCCC)CCCCCCCC,4.5,0.85,n-Dodecane,5.0,Lactic Acid,25.0,0.2
1681,Pr/Er,5.25,c1cccc2OCc3cccc(n3)COc3ccccc3OCCOCCOc12,0.021,0.004,DMSO,1.0,TCA,25.0,0.05
620,La/Er,5.233333333333333,C1OCCOC2CCCCC2OCCOCCOC2CCCCC2OC1,0.157,0.03,DMSO,2.0,TCA,25.0,0.05
617,La/Er,5.2,C1OCCOCCOCCOCCOCCOC1,0.26,0.05,DMSO,1.5,TCA,25.0,0.05
977,Ce/Eu,5.2,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,13.0,2.5,DCE,0.9,HNO3,25.0,0.007
208,La/Nd,5.1888412017167385,N(CC(=O)N(CCCCCCCC)CCCCCCCC)(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCCC,1.209,0.233,n-dodecane,5.0,HNO3,25.0,0.1
