,SMILES,REE,Meas. Type,Meas. Amount,Solvent,Acid Conc (M),Acid Type,Temperature (C),Ligand Conc (M)
117,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Pr,Aq/Org Distribution,5,DCE,0.9,HCl,25,0.007
118,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Nd,Aq/Org Distribution,4,DCE,0.9,HCl,25,0.007
119,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Sm,Aq/Org Distribution,1.8,DCE,0.9,HCl,25,0.007
120,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Eu,Aq/Org Distribution,1,DCE,0.9,HCl,25,0.007
121,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Gd,Aq/Org Distribution,0.4,DCE,0.9,HCl,25,0.007
122,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Tb,Aq/Org Distribution,0.28,DCE,0.9,HCl,25,0.007
123,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Dy,Aq/Org Distribution,0.16,DCE,0.9,HCl,25,0.007
124,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Ho,Aq/Org Distribution,0.1,DCE,0.9,HCl,25,0.007
125,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Er,Aq/Org Distribution,0.056,DCE,0.9,HCl,25,0.007
126,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Tm,Aq/Org Distribution,0.035,DCE,0.9,HCl,25,0.007
127,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Yb,Aq/Org Distribution,0.022,DCE,0.9,HCl,25,0.007
128,O=C1N(CCCCCC)[C@@H]2[C@@H]([C@H]3CC[C@@H]2C3)C4=CC5=C(C(N=C(C(N(CCCCCC)[C@H]6[C@@H]7[C@@H]8CC[C@H]6C8)=O)C7=C9)=C9C=C5)N=C41,Lu,Aq/Org Distribution,0.02,DCE,0.9,HCl,25,0.007
129,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,La,Aq/Org Distribution,0.003,DCE,0.9,HNO3,25,0.007
130,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Ce,Aq/Org Distribution,0.001,DCE,0.9,HNO3,25,0.007
131,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Pr,Aq/Org Distribution,0.009,DCE,0.9,HNO3,25,0.007
132,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Nd,Aq/Org Distribution,0,DCE,0.9,HNO3,25,0.007
133,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Sm,Aq/Org Distribution,0,DCE,0.9,HNO3,25,0.007
134,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Eu,Aq/Org Distribution,0,DCE,0.9,HNO3,25,0.007
135,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Gd,Aq/Org Distribution,0,DCE,0.9,HNO3,25,0.007
136,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Tb,Aq/Org Distribution,0.001,DCE,0.9,HNO3,25,0.007
137,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Dy,Aq/Org Distribution,0.002,DCE,0.9,HNO3,25,0.007
138,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Ho,Aq/Org Distribution,0.001,DCE,0.9,HNO3,25,0.007
139,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Er,Aq/Org Distribution,0.002,DCE,0.9,HNO3,25,0.007
140,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Tm,Aq/Org Distribution,0,DCE,0.9,HNO3,25,0.007
141,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Yb,Aq/Org Distribution,0.001,DCE,0.9,HNO3,25,0.007
142,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Lu,Aq/Org Distribution,0.001,DCE,0.9,HNO3,25,0.007
143,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,La,Aq/Org Distribution,0.018,DCE,0.9,HCl,25,0.007
144,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Ce,Aq/Org Distribution,0.018,DCE,0.9,HCl,25,0.007
145,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Pr,Aq/Org Distribution,0.015,DCE,0.9,HCl,25,0.007
146,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Nd,Aq/Org Distribution,0.015,DCE,0.9,HCl,25,0.007
147,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Sm,Aq/Org Distribution,0.008,DCE,0.9,HCl,25,0.007
148,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Eu,Aq/Org Distribution,0.014,DCE,0.9,HCl,25,0.007
149,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Gd,Aq/Org Distribution,0.008,DCE,0.9,HCl,25,0.007
150,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Tb,Aq/Org Distribution,0.015,DCE,0.9,HCl,25,0.007
151,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Dy,Aq/Org Distribution,0.018,DCE,0.9,HCl,25,0.007
152,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Ho,Aq/Org Distribution,0.015,DCE,0.9,HCl,25,0.007
153,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Er,Aq/Org Distribution,0.017,DCE,0.9,HCl,25,0.007
154,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Tm,Aq/Org Distribution,0.018,DCE,0.9,HCl,25,0.007
155,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Yb,Aq/Org Distribution,0.014,DCE,0.9,HCl,25,0.007
156,O=C(C1=NC(C(N=C(C(N(CCCCCCCC)CCCCCCCC)=O)C=C2)=C2C=C3)=C3C=C1)N(CCCCCCCC)CCCCCCCC,Lu,Aq/Org Distribution,0.021,DCE,0.9,HCl,25,0.007
157,"E. Mowafy, D. Mohamed, Sep. Purif. Technol. 2014, 128, 18-24.",,,,,,,,
158,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,La,Aq/Org Distribution,0.95,PhMe,1.5,HNO3,25,0.1
159,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,Nd,Aq/Org Distribution,2.61,PhMe,1.5,HNO3,25,0.1
160,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,Sm,Aq/Org Distribution,3.11,PhMe,1.5,HNO3,25,0.1
161,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,Eu,Aq/Org Distribution,3.01,PhMe,1.5,HNO3,25,0.1
162,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,Gd,Aq/Org Distribution,3.2,PhMe,1.5,HNO3,25,0.1
163,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,Dy,Aq/Org Distribution,5.12,PhMe,1.5,HNO3,25,0.1
164,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,Er,Aq/Org Distribution,5.81,PhMe,1.5,HNO3,25,0.1
165,O=C(N(CCCC)CCCC)COCC(N(CCCC)CCCC)=O,Lu,Aq/Org Distribution,6.71,PhMe,1.5,HNO3,25,0.1
166,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,La,Aq/Org Distribution,0.88,PhMe,1.5,HNO3,25,0.1
167,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,Nd,Aq/Org Distribution,2.31,PhMe,1.5,HNO3,25,0.1
168,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,Sm,Aq/Org Distribution,3.72,PhMe,1.5,HNO3,25,0.1
169,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,Eu,Aq/Org Distribution,3.41,PhMe,1.5,HNO3,25,0.1
170,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,Gd,Aq/Org Distribution,4.11,PhMe,1.5,HNO3,25,0.1
171,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,Dy,Aq/Org Distribution,5.62,PhMe,1.5,HNO3,25,0.1
172,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,Er,Aq/Org Distribution,6.12,PhMe,1.5,HNO3,25,0.1
173,O=C(N(CCCCCC)CCCCCC)COCC(N(CCCCCC)CCCCCC)=O,Lu,Aq/Org Distribution,6.95,PhMe,1.5,HNO3,25,0.1
174,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,La,Aq/Org Distribution,0.75,PhMe,1.5,HNO3,25,0.1
175,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,Nd,Aq/Org Distribution,1.56,PhMe,1.5,HNO3,25,0.1
176,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,Sm,Aq/Org Distribution,2.32,PhMe,1.5,HNO3,25,0.1
177,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,Eu,Aq/Org Distribution,2.53,PhMe,1.5,HNO3,25,0.1
178,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,Gd,Aq/Org Distribution,2.16,PhMe,1.5,HNO3,25,0.1
179,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,Dy,Aq/Org Distribution,4.32,PhMe,1.5,HNO3,25,0.1
180,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,Er,Aq/Org Distribution,5.12,PhMe,1.5,HNO3,25,0.1
181,O=C(N(CCCCCCCC)CCCCCCCC)COCC(N(CCCCCCCC)CCCCCCCC)=O,Lu,Aq/Org Distribution,5.31,PhMe,1.5,HNO3,25,0.1
182,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,La,Aq/Org Distribution,0.81,PhMe,1.5,HNO3,25,0.1
183,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,Nd,Aq/Org Distribution,1.41,PhMe,1.5,HNO3,25,0.1
184,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,Sm,Aq/Org Distribution,1.12,PhMe,1.5,HNO3,25,0.1
185,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,Eu,Aq/Org Distribution,2.26,PhMe,1.5,HNO3,25,0.1
186,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,Gd,Aq/Org Distribution,1.21,PhMe,1.5,HNO3,25,0.1
187,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,Dy,Aq/Org Distribution,4.78,PhMe,1.5,HNO3,25,0.1
188,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,Er,Aq/Org Distribution,5.33,PhMe,1.5,HNO3,25,0.1
189,O=C(N(CCCCCCCCCCCC)CCCCCCCCCCCC)COCC(N(CCCCCCCCCCCC)CCCCCCCCCCCC)=O,Lu,Aq/Org Distribution,6.21,PhMe,1.5,HNO3,25,0.1
190,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,La,Aq/Org Distribution,0.81,PhMe,1.5,HNO3,25,0.1
191,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,Nd,Aq/Org Distribution,1.35,PhMe,1.5,HNO3,25,0.1
192,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,Sm,Aq/Org Distribution,2.86,PhMe,1.5,HNO3,25,0.1
193,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,Eu,Aq/Org Distribution,3.82,PhMe,1.5,HNO3,25,0.1
194,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,Gd,Aq/Org Distribution,3.43,PhMe,1.5,HNO3,25,0.1
195,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,Dy,Aq/Org Distribution,4.63,PhMe,1.5,HNO3,25,0.1
196,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,Er,Aq/Org Distribution,6.73,PhMe,1.5,HNO3,25,0.1
197,O=C(N(CC(C)C)CC(C)C)COCC(N(CC(C)C)CC(C)C)=O,Lu,Aq/Org Distribution,6.62,PhMe,1.5,HNO3,25,0.1
198,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,La,Aq/Org Distribution,0.72,PhMe,1.5,HNO3,25,0.1
199,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,Nd,Aq/Org Distribution,1.61,PhMe,1.5,HNO3,25,0.1
200,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,Sm,Aq/Org Distribution,1.93,PhMe,1.5,HNO3,25,0.1
201,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,Eu,Aq/Org Distribution,2.51,PhMe,1.5,HNO3,25,0.1
202,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,Gd,Aq/Org Distribution,2.71,PhMe,1.5,HNO3,25,0.1
203,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,Dy,Aq/Org Distribution,4.93,PhMe,1.5,HNO3,25,0.1
204,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,Er,Aq/Org Distribution,6.22,PhMe,1.5,HNO3,25,0.1
205,O=C(N(CC(CCCC)CC)CC(CCCC)CC)COCC(N(CC(CCCC)CC)CC(CCCC)CC)=O,Lu,Aq/Org Distribution,6.35,PhMe,1.5,HNO3,25,0.1
206,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,La,Aq/Org Distribution,0.65,PhMe,1.5,HNO3,25,0.1
207,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Nd,Aq/Org Distribution,0.8,PhMe,1.5,HNO3,25,0.1
208,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Sm,Aq/Org Distribution,1.2,PhMe,1.5,HNO3,25,0.1
209,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Eu,Aq/Org Distribution,2.13,PhMe,1.5,HNO3,25,0.1
210,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Gd,Aq/Org Distribution,2.93,PhMe,1.5,HNO3,25,0.1
211,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Dy,Aq/Org Distribution,2.8,PhMe,1.5,HNO3,25,0.1
212,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Er,Aq/Org Distribution,2.96,PhMe,1.5,HNO3,25,0.1
213,O=C(N(C1=CC=CC=C1)C)COCC(N(C2=CC=CC=C2)C)=O,Lu,Aq/Org Distribution,4.88,PhMe,1.5,HNO3,25,0.1
214,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,La,Aq/Org Distribution,0.55,PhMe,1.5,HNO3,25,0.1
215,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,Nd,Aq/Org Distribution,0.57,PhMe,1.5,HNO3,25,0.1
216,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,Sm,Aq/Org Distribution,1.11,PhMe,1.5,HNO3,25,0.1
217,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,Eu,Aq/Org Distribution,1.92,PhMe,1.5,HNO3,25,0.1
218,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,Gd,Aq/Org Distribution,2.18,PhMe,1.5,HNO3,25,0.1
219,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,Dy,Aq/Org Distribution,2.53,PhMe,1.5,HNO3,25,0.1
220,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,Er,Aq/Org Distribution,2.78,PhMe,1.5,HNO3,25,0.1
221,O=C(N(CCCCCCCC)C)COCC(N(CCCCCCCC)C)=O,Lu,Aq/Org Distribution,3.95,PhMe,1.5,HNO3,25,0.1
222,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,La,Aq/Org Distribution,0.88,PhMe,1.5,HNO3,25,0.1
223,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,Nd,Aq/Org Distribution,1.2,PhMe,1.5,HNO3,25,0.1
224,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,Sm,Aq/Org Distribution,2.2,PhMe,1.5,HNO3,25,0.1
225,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,Eu,Aq/Org Distribution,1.75,PhMe,1.5,HNO3,25,0.1
226,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,Gd,Aq/Org Distribution,2.93,PhMe,1.5,HNO3,25,0.1
227,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,Dy,Aq/Org Distribution,3.84,PhMe,1.5,HNO3,25,0.1
228,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,Er,Aq/Org Distribution,4.75,PhMe,1.5,HNO3,25,0.1
229,O=C(COCC(N(CC(C)C)CCCCCCCC)=O)N(CC(C)C)CCCCCCCC,Lu,Aq/Org Distribution,4.23,PhMe,1.5,HNO3,25,0.1
230,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,La,Aq/Org Distribution,0.52,PhMe,1.5,HNO3,25,0.1
231,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,Nd,Aq/Org Distribution,0.91,PhMe,1.5,HNO3,25,0.1
232,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,Sm,Aq/Org Distribution,1.43,PhMe,1.5,HNO3,25,0.1
233,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,Eu,Aq/Org Distribution,1.22,PhMe,1.5,HNO3,25,0.1
234,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,Gd,Aq/Org Distribution,2.34,PhMe,1.5,HNO3,25,0.1
235,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,Dy,Aq/Org Distribution,2.95,PhMe,1.5,HNO3,25,0.1
236,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,Er,Aq/Org Distribution,3.35,PhMe,1.5,HNO3,25,0.1
237,O=C(COCC(N(CC(CC)CCCC)CCCCCCCC)=O)N(CC(CC)CCCC)CCCCCCCC,Lu,Aq/Org Distribution,3.4,PhMe,1.5,HNO3,25,0.1
238,"A. Wilden, P. M. Kowalski, L. Klaß, B. Kraus, F. Kreft, G. Modolo, Y. Li, J. Rothe, K. Dardenne, A. Geist, A. Leoncini, J. Huskens, W. Verboom, Chem. Eur. J. 2019, 25, 5507-5513.",,,,,,,,
239,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,La,Aq/Org Distribution,1.15,TPH (ca dodecane),4.3,HNO3,22,0.1
240,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Ce,Aq/Org Distribution,4.1,TPH (ca dodecane),4.3,HNO3,22,0.1
241,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Pr,Aq/Org Distribution,8,TPH (ca dodecane),4.3,HNO3,22,0.1
242,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Nd,Aq/Org Distribution,13,TPH (ca dodecane),4.3,HNO3,22,0.1
243,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Sm,Aq/Org Distribution,38,TPH (ca dodecane),4.3,HNO3,22,0.1
244,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Eu,Aq/Org Distribution,40,TPH (ca dodecane),4.3,HNO3,22,0.1
245,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Gd,Aq/Org Distribution,40,TPH (ca dodecane),4.3,HNO3,22,0.1
246,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Tb,Aq/Org Distribution,88,TPH (ca dodecane),4.3,HNO3,22,0.1
247,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Dy,Aq/Org Distribution,125,TPH (ca dodecane),4.3,HNO3,22,0.1
248,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Ho,Aq/Org Distribution,150,TPH (ca dodecane),4.3,HNO3,22,0.1
249,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Er,Aq/Org Distribution,105,TPH (ca dodecane),4.3,HNO3,22,0.1
250,O=C([C@@H](C)O[C@@H](C)C(N(CCCCCCCC)CCCCCCCC)=O)N(CCCCCCCC)CCCCCCCC,Tm,Aq/Org Distribution,85,TPH (ca dodecane),4.3,HNO3,22,0.1
